,infobits,field,ccdid,qid,rcid,fid,filtercode,rfid,nframes,maglimit,startobsdate,endobsdate,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid,meta_id
0,0,776,4,4,15,1,zg,776120115,15,22.0471992,2018-06-22 10:49:58.544+00,2018-08-08 10:05:29.757+00,1600.5,1600.5,34.9360227,51.5861461,0.0002773686839511,1.507006935458e-05,1.507006935458e-05,-0.0002773686839511,34.9360227,51.5861461,34.17599007,52.0033708,35.61846157,52.05206683,35.68214465,51.16410274,34.26749527,51.11634865,2019-05-08 00:00:00+00,-1,80299028
1,0,776,13,2,49,1,zg,776120149,15,21.9365997,2018-06-23 10:48:31.826+00,2018-08-03 11:22:36.067+00,1600.5,1600.5,43.1722099,58.1831696,0.0002772056645908,-1.781890417305e-05,-1.781890417305e-05,-0.0002772056645908,43.1722099,58.1831696,42.37446246,58.65273079,44.07807233,58.59499629,43.94905123,57.70876264,42.28725158,57.76507451,2019-05-08 00:00:00+00,-1,78066001
2,0,776,14,1,52,2,zr,776120252,15,21.7623005,2018-06-14 11:19:31.229+00,2018-08-31 11:42:41.02+00,1600.5,1600.5,41.2954237,58.2390014,0.0002775697972904,-1.074716052123e-05,-1.074716052123e-05,-0.0002775697972904,41.2954237,58.2390014,40.47374695,58.697683,42.18241055,58.66285992,42.09600544,57.7751811,40.42953064,57.80914316,2019-05-08 00:00:00+00,-1,94572385
3,0,776,13,1,48,2,zr,776120248,15,21.7103004,2018-06-19 11:13:38.306+00,2018-09-02 11:17:35.12+00,1600.5,1600.5,44.8084827,58.1155093,0.0002767076032054,-2.435972404411e-05,-2.435972404411e-05,-0.0002767076032054,44.8084827,58.1155093,44.03366886,58.59487565,45.73081734,58.5159528,45.56263474,57.63156863,43.90680718,57.70855523,2019-05-08 00:00:00+00,-1,96706401
4,0,776,2,3,6,1,zg,776120106,15,22.0042,2018-06-22 10:49:58.544+00,2018-08-12 10:15:57.153+00,1600.5,1600.5,39.5173755,51.6521354,0.0002777641413717,-2.752379914776e-06,-2.752379914776e-06,-0.0002777641413717,39.5173755,51.6521354,38.80110919,52.09878244,40.24783404,52.08988833,40.2195975,51.2012167,38.80096113,51.20993813,2019-05-08 00:00:00+00,-1,81368171
5,0,776,1,3,2,2,zr,776120202,16,21.9277,2018-06-14 11:19:31.229+00,2018-08-24 11:41:43.34+00,1600.5,1600.5,42.5052975,51.5831795,0.0002773761258619,-1.493246894986e-05,-1.493246894986e-05,-0.0002773761258619,42.5052975,51.5831795,41.82252979,52.04889004,43.26494546,52.00063867,43.17415466,51.11358837,41.75955933,51.16090646,2019-05-08 00:00:00+00,-1,88528062
6,0,776,1,2,1,2,zr,776120201,15,21.7152004,2018-06-14 11:19:31.229+00,2018-08-08 11:48:44.474+00,1600.5,1600.5,42.5793776,52.4662264,0.0002773515519068,-1.538214816124e-05,-1.538214816124e-05,-0.0002773515519068,42.5793776,52.4662264,41.88400988,52.9325604,43.35551899,52.88284036,43.26010448,51.99590096,41.8178762,52.04462868,2019-05-08 00:00:00+00,-1,80299029
7,0,776,3,1,8,3,zi,776120308,15,21.5722008,2019-09-17 11:34:47.372+00,2020-10-22 07:11:50.444+00,1600.5,1600.5,37.971812,52.5066922,0.0002777601594889,3.128518473063e-06,3.128518473063e-06,-0.0002777601594889,37.971812,52.5066922,37.22602949,52.94376003,38.70115116,52.95387271,38.70283245,52.06502898,37.25723508,52.05511872,2020-12-09 00:00:00+00,-1,464657585
8,0,776,3,1,8,2,zr,776120208,15,21.7695999,2018-06-14 11:19:31.229+00,2018-08-16 10:18:20.162+00,1600.5,1600.5,37.9099143,52.516539,0.0002777604298314,3.104423780066e-06,3.104423780066e-06,-0.0002777604298314,37.9099143,52.516539,37.1640246,52.95364537,38.63948363,52.9636802,38.64103332,52.07483638,37.19511582,52.06500248,2019-05-08 00:00:00+00,-1,83483637
9,0,776,2,4,7,2,zr,776120207,15,21.8075008,2018-06-14 11:19:31.229+00,2018-08-20 11:56:09.314+00,1600.5,1600.5,40.9117943,51.633664,0.0002776593286742,-8.111166827692998e-06,-8.111166827692998e-06,-0.0002776593286742,40.9117943,51.633664,40.20991564,52.08880301,41.65547995,52.06259262,41.5996647,51.17442407,40.1821165,51.20012608,2019-05-08 00:00:00+00,-1,85756096
