,infobits,field,ccdid,qid,rcid,fid,filtercode,rfid,nframes,maglimit,startobsdate,endobsdate,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid,meta_id
0,16,1783,8,3,30,1,zg,1783120130,33,22.1399994,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,88.2358294,49.8288923,0.0002770657151109,1.987670338001e-05,1.987670338001e-05,-0.0002770657151109,88.2358294,49.8288923,87.49303268,50.23802027,88.88004696,50.30220933,88.96609537,49.41509758,87.60414341,49.35207426,2019-05-08 00:00:00+00,-1,268942993
1,16,1783,8,4,31,1,zg,1783120131,34,22.2019005,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,89.573795,49.8830594,0.0002773800383758,1.485961432047e-05,1.485961432047e-05,-0.0002773800383758,89.573795,49.8830594,88.84179856999998,50.30078647,90.23201212,50.34877488,90.29316507,49.46080353,88.92820485999998,49.41368927,2019-05-08 00:00:00+00,-1,268943010
2,16,1783,2,2,5,1,zg,1783120105,35,22.2017002,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,93.9778663,48.8959782,0.0002777690313771,-2.204321891354e-06,-2.204321891354e-06,-0.0002777690313771,93.9778663,48.8959782,93.30118469000001,49.34195135,94.66527496,49.33483475,94.64252915,48.44611624,93.30247631,48.45310743,2019-05-08 00:00:00+00,-1,268942935
3,16,1783,6,1,20,1,zg,1783120120,36,22.2360001,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,95.3681538,50.7945116,0.0002776792839183,-7.396560671562998e-06,-7.396560671562998e-06,-0.0002776792839183,95.3681538,50.7945116,94.67729689,51.24859008,96.09644633,51.22469577,96.04565812000001,50.33643168,94.65321352,50.35987607,2019-05-08 00:00:00+00,-1,268936052
4,16,1783,7,1,24,1,zg,1783120124,36,22.2861004,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,92.4371083,50.8107092,0.00027774812126,4.058936273606e-06,4.058936273606e-06,-0.00027774812126,92.4371083,50.8107092,91.71682747,51.24639322,93.13683885,51.25950556,93.1440112,50.37067279,91.75075587,50.35780755,2019-05-08 00:00:00+00,-1,268942818
5,16,1783,7,1,24,2,zr,1783120224,34,22.0450993,2018-09-25 08:59:33.099+00,2019-10-08 11:00:21.068+00,1600.5,1600.5,92.4191998,50.8188661,0.0002777476665394,4.089933864523e-06,4.089933864523e-06,-0.0002777476665394,92.4191998,50.8188661,91.69871391,51.25449868,93.11897486,51.26771119,93.12630162,50.37887892,91.73280901,50.36591547,2019-05-08 00:00:00+00,-1,268943041
6,16,1783,8,2,29,1,zg,1783120129,35,22.1903992,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,88.1340406,50.6928811,0.0002770383190579,2.025496484115e-05,2.025496484115e-05,-0.0002770383190579,88.1340406,50.6928811,87.37656345,51.10128039,88.78922491999998,51.1667096,88.87836539,50.2796583,87.49200955,50.21545389,2019-05-08 00:00:00+00,-1,268490779
7,16,1783,8,1,28,1,zg,1783120128,35,22.2430992,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,89.4962861,50.748103,0.0002773607326083,1.521571011068e-05,1.521571011068e-05,-0.0002773607326083,89.4962861,50.748103,88.74979585,51.16515213,90.16584257,51.2143046,90.22952067000001,50.32637297,88.83998601,50.27814347,2019-05-08 00:00:00+00,-1,268490942
8,0,1783,9,4,35,1,zg,1783120135,33,22.1609993,2018-09-23 09:15:07.025+00,2019-10-10 09:58:28.273+00,1600.5,1600.5,98.4228559,51.7538064,0.0002771264098863,-1.901175348844e-05,-1.901175348844e-05,-0.0002771264098863,98.4228559,51.7538064,97.74868013,52.22569619,99.19528343,52.16426028,99.08303350000001,51.27813991,97.66442556,51.33838138,2019-05-08 00:00:00+00,-1,268940062
9,16,1783,3,3,10,2,zr,1783120210,28,21.7814007,2018-11-02 07:59:03.247+00,2019-10-05 10:45:54.173+00,1600.5,1600.5,91.178808,48.0263096,0.0002776703230358,7.725641221302e-06,7.725641221302e-06,-0.0002776703230358,91.178808,48.0263096,90.49029484,48.45615947,91.83036363,48.48109476,91.85587887,47.59241418,90.53869493,47.56790502,2019-05-08 00:00:00+00,-1,268942962
