,infobits,field,ccdid,qid,rcid,fid,filtercode,rfid,nframes,maglimit,startobsdate,endobsdate,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid,meta_id
0,0,838,12,2,45,2,zr,838120245,15,21.8346004,2018-02-11 05:46:30+00,2018-09-10 10:55:30.83+00,1600.5,1600.5,84.6217905,70.444968,0.0002740774707177,4.518886889631e-05,4.518886889631e-05,-0.0002740774707177,84.6217905,70.444968,83.06803934,70.80464328,85.74395681999998,70.95239068,86.12063655,70.0724695,83.55456504999998,69.93095179,2019-05-08 00:00:00+00,-1,105324113
1,0,838,16,4,63,2,zr,838120263,15,21.9069996,2018-02-11 05:46:30+00,2018-09-10 10:55:30.83+00,1600.5,1600.5,86.7928997,71.6046959,0.0002755428966329,3.516540831905e-05,3.516540831905e-05,-0.0002755428966329,86.7928997,71.6046959,85.18552522,71.98266249,88.04410464999998,72.09782061,88.33670175,71.21375677,85.60530386,71.10380398,2019-05-08 00:00:00+00,-1,105324753
2,0,838,16,2,61,1,zg,838120161,15,21.9491005,2018-04-19 04:17:43.613+00,2018-09-03 11:16:01.067+00,1600.5,1600.5,83.60418319999998,72.33524409999998,0.0002733028597028,4.965924592068e-05,4.965924592068e-05,-0.0002733028597028,83.60418319999998,72.33524409999998,81.86775358,72.68559337,84.81758698,72.84834893999998,85.27385583,71.97025909,82.45759499,71.81511719,2019-05-08 00:00:00+00,-1,97781953
3,0,838,11,3,42,3,zi,838120342,15,21.4424992,2018-02-24 03:58:17+00,2021-03-01 07:14:21.482+00,1600.5,1600.5,90.396773,69.8337165,0.0002771031341475,1.934804571039e-05,1.934804571039e-05,-0.0002771031341475,90.396773,69.8337165,88.9936897,70.24065164,91.62044112,70.30388129,91.74593618,69.41608739,89.22703927,69.35546597,2020-12-09 00:00:00+00,-1,536296858
4,0,838,12,3,46,3,zi,838120346,15,21.5137997,2018-02-24 03:58:17+00,2021-02-17 06:18:11.037+00,1600.5,1600.5,85.07210329999998,69.6264373,0.0002742989994007,4.382411156993e-05,4.382411156993e-05,-0.0002742989994007,85.07210329999998,69.6264373,83.58460383,69.98898348,86.15716261,70.13213699,86.50894433,69.25171408,84.03773187999998,69.11434382,2020-12-09 00:00:00+00,-1,528009677
5,0,838,12,4,47,2,zr,838120247,15,21.9032001,2018-02-11 05:46:30+00,2018-09-10 10:55:30.83+00,1600.5,1600.5,87.4901488,69.707526,0.0002759034129288,3.221491209649e-05,3.221491209649e-05,-0.0002759034129288,87.4901488,69.707526,86.04231885,70.09156488,88.64102155,70.19681886,88.8856714,69.31201366,86.39160606999998,69.21105439,2019-05-08 00:00:00+00,-1,105324129
6,0,838,10,3,38,1,zg,838120138,15,21.9570999,2018-04-19 04:17:43.613+00,2018-09-03 11:16:01.067+00,1600.5,1600.5,95.7139244,69.8422453,0.0002777229654897,-5.517994814916e-06,-5.517994814916e-06,-0.0002777229654897,95.7139244,69.8422453,94.42246924,70.29080046,97.05656854,70.27276654,96.95091772,69.3846688,94.42573798,69.40195685,2019-05-08 00:00:00+00,-1,97781889
7,0,838,10,3,38,2,zr,838120238,15,21.9176006,2018-02-11 05:46:30+00,2018-11-02 08:17:20.203+00,1600.5,1600.5,95.7170836,69.8419145,0.0002777247090261,-5.429532529201e-06,-5.429532529201e-06,-0.0002777247090261,95.7170836,69.8419145,94.42523014,70.29032797,97.05930461,70.27258317,96.95447571,69.38447387,94.42931988,69.40148477,2019-05-08 00:00:00+00,-1,125641410
8,0,838,12,4,47,3,zi,838120347,15,21.5585003,2018-02-24 03:58:17+00,2021-02-23 03:17:27.814+00,1600.5,1600.5,87.53829369999998,69.742491,0.000275848240439,3.268397273628e-05,3.268397273628e-05,-0.000275848240439,87.53829369999998,69.742491,86.08613135,70.12566446,88.68867781999998,70.2324547,88.93800652999998,69.34779163,86.44038224,69.24536595,2020-12-09 00:00:00+00,-1,532278994
9,0,838,7,1,24,2,zr,838120224,15,21.9171009,2018-02-11 05:46:30+00,2018-09-02 11:39:16.104+00,1600.5,1600.5,92.9223377,68.7981461,0.0002776832133886,7.247539536818e-06,7.247539536818e-06,-0.0002776832133886,92.9223377,68.7981461,91.63696032,69.22605362,94.14364461,69.24971315,94.15863809,68.36088535,91.75011218,68.33815278,2019-05-08 00:00:00+00,-1,96707169
