,infobits,field,ccdid,qid,rcid,fid,filtercode,rfid,nframes,maglimit,startobsdate,endobsdate,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid,meta_id
0,16,1844,14,4,55,2,zr,1844120255,23,21.7677994,2018-08-26 09:23:49.841+00,2019-10-05 10:48:30.68+00,1600.5,1600.5,87.5228553,68.1322629,0.0002773118045942,-1.608281256119e-05,-1.608281256119e-05,-0.0002773118045942,87.5228553,68.1322629,86.37746036,68.59779411,88.80630877999998,68.54532838,88.62243255,67.65913242,86.28521096,67.70961265,2019-12-11 00:00:00+00,-1,268948777
1,16,1844,13,2,49,2,zr,1844120249,29,21.8038998,2018-08-26 09:23:49.841+00,2019-10-08 10:59:38.589+00,1600.5,1600.5,90.4192274,68.9257303,0.0002763190737345,-2.84299721709e-05,-2.84299721709e-05,-0.0002763190737345,90.4192274,68.9257303,89.29144062999998,69.4096629,91.79979566,69.31685056,91.49828967,68.43467023,89.08736636,68.52384023,2019-05-08 00:00:00+00,-1,268949391
2,0,1844,13,2,49,1,zg,1844120149,16,21.9137001,2018-09-29 09:58:00.669+00,2019-10-09 11:59:12.776+00,1600.5,1600.5,90.4511955,68.9293767,0.0002763228104344,-2.83936306379e-05,-2.83936306379e-05,-0.0002763228104344,90.4511955,68.9293767,89.32303806,69.41325526,91.83185292,69.32056118,91.53060849,68.43836701,89.11926526,68.52742267,2019-12-11 00:00:00+00,-1,268106326
3,16,1844,14,4,55,1,zg,1844120155,20,21.9755993,2018-09-23 09:16:26.685+00,2019-10-10 09:30:01.32+00,1600.5,1600.5,87.5568095,68.1399885,0.0002773133867238,-1.605550905246e-05,-1.605550905246e-05,-0.0002773133867238,87.5568095,68.1399885,86.41089583,68.60547616,88.84059356999998,68.5530991,88.65687115,67.66689692,86.3188689,67.71729107,2019-12-11 00:00:00+00,-1,268949205
4,16,1844,15,4,59,1,zg,1844120159,20,22.0153008,2018-09-23 09:16:26.685+00,2019-10-10 09:30:01.32+00,1600.5,1600.5,82.5862666,68.170837,0.0002776742666751,7.582575658733e-06,7.582575658733e-06,-0.0002776742666751,82.5862666,68.170837,81.33547192,68.59833714,83.77186172,68.62307477,83.79084202999998,67.73425844,81.44689481999998,67.71045997,2019-12-11 00:00:00+00,-1,268949197
5,0,1844,15,4,59,2,zr,1844120259,25,21.7688999,2018-08-26 09:23:49.841+00,2019-10-05 10:48:30.68+00,1600.5,1600.5,82.55122489999998,68.1637058,0.0002776760855289,7.515673789396e-06,7.515673789396e-06,-0.0002776760855289,82.55122489999998,68.1637058,81.30110635,68.59131968,83.73673918999998,68.61583888,83.75515398,67.72702092,81.41190412999998,67.70343226,2019-12-11 00:00:00+00,-1,268949413
6,16,1844,14,2,53,2,zr,1844120253,24,21.8288994,2018-08-26 09:23:49.841+00,2019-10-08 10:59:38.589+00,1600.5,1600.5,85.2471129,69.0366235,0.0002777186081549,-5.733106631029e-06,-5.733106631029e-06,-0.0002777186081549,85.2471129,69.0366235,84.00529213999998,69.48571982,86.54016513,69.46699943,86.43867519,68.57889768,84.00431548999998,68.59687557,2019-12-11 00:00:00+00,-1,268949492
7,16,1844,13,1,48,2,zr,1844120248,32,21.7847004,2018-08-26 09:23:49.841+00,2019-10-08 10:59:38.589+00,1600.5,1600.5,92.8043949,68.8165784,0.0002750247149502,-3.901153667443e-05,-3.901153667443e-05,-0.0002750247149502,92.8043949,68.8165784,91.73530946,69.31572762,94.21864787,69.18839727,93.8261773,68.31100455,91.43742231,68.4333884,2019-05-08 00:00:00+00,-1,268949494
8,16,1844,2,3,6,1,zg,1844120106,20,21.9955006,2018-09-23 09:16:26.685+00,2019-10-10 09:30:01.32+00,1600.5,1600.5,85.0154375,62.428771,0.0002777510406748,-3.853988996654e-06,-3.853988996654e-06,-0.0002777510406748,85.0154375,62.428771,84.0542327,62.8760581,86.00327376,62.86354119,85.94812424,61.97506361,84.05611851,61.98721421,2019-12-11 00:00:00+00,-1,268949131
9,16,1844,2,4,7,2,zr,1844120207,27,21.7602997,2018-08-26 09:23:49.841+00,2019-10-08 10:59:38.589+00,1600.5,1600.5,86.855179,62.4014443,0.0002775196417674,-1.197256281637e-05,-1.197256281637e-05,-0.0002775196417674,86.855179,62.4014443,85.92374040999998,62.86154845,87.86927389999998,62.82266534,87.75825263,61.93531225,85.86944662,61.97305963,2019-05-08 00:00:00+00,-1,268949320
