,infobits,field,ccdid,qid,rcid,fid,filtercode,rfid,nframes,maglimit,startobsdate,endobsdate,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid,meta_id
0,16,1671,2,2,5,1,zg,1671120105,17,21.7455997,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,200.4593037,27.3211413,0.0002777738214945,-1.48253816916e-06,-1.48253816916e-06,-0.0002777738214945,200.4593037,27.3211413,199.95973257,27.76704459,200.96421412,27.76228156,200.95486598,26.87347605,199.95840212,26.87820105,2019-05-08 00:00:00+00,-1,268930167
1,16,1671,4,3,14,2,zr,1671120214,40,22.1951008,2018-02-05 10:53:00+00,2019-05-15 06:13:27.221+00,1600.5,1600.5,196.3117345,26.4091655,0.0002776612475618,8.045211593797e-06,8.045211593797e-06,-0.0002776612475618,196.3117345,26.4091655,195.79943781,26.83962032,196.79528936,26.86546354,196.82021472,25.97689954,195.83199614,25.95125457,2019-05-08 00:00:00+00,-1,268930346
2,16,1671,2,3,6,1,zg,1671120106,17,21.7577991,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,200.4543488,26.4545914,0.0002777741768793,-1.414385443058e-06,-1.414385443058e-06,-0.0002777741768793,200.4543488,26.4545914,199.95854543,26.90041848,200.95520711,26.89587508,200.94632035,26.00706637,199.95732231,26.01157483,2019-05-08 00:00:00+00,-1,268930139
3,0,1671,8,3,30,1,zg,1671120130,16,21.6413002,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,196.2495573,28.3178466,0.0002776327495573,8.974976347672e-06,8.974976347672e-06,-0.0002776327495573,196.2495573,28.3178466,195.72654762,28.7466844,196.73994605,28.77552368,196.76835559,27.88703118,195.76337999,27.85843184,2019-12-11 00:00:00+00,-1,268930210
4,0,1671,8,4,31,3,zi,1671120331,7,21.2903004,2018-02-24 10:22:40+00,2018-02-25 12:03:50+00,1600.5,1600.5,197.2304961,28.3414209,0.0002776982023461,6.648476583736e-06,6.648476583736e-06,-0.0002776982023461,197.2304961,28.3414209,196.71147626,28.7741003,197.72534567,28.79546395,197.74529548,27.90679304,196.73986703,27.88560735,2019-12-11 00:00:00+00,-1,27601375
5,0,1671,16,4,63,2,zr,1671120263,40,22.3129005,2018-02-05 10:53:00+00,2019-05-15 06:13:27.221+00,1600.5,1600.5,197.1309737,32.1689775,0.0002776913574806,6.928478025592e-06,6.928478025592e-06,-0.0002776913574806,197.1309737,32.1689775,196.59043712,32.6010325,197.64532103,32.62331136,197.66639357,31.73464599,196.62174313,31.71258339,2019-05-08 00:00:00+00,-1,268930403
6,0,1671,16,3,62,3,zi,1671120362,7,20.9727993,2018-02-24 10:22:40+00,2018-02-25 12:03:50+00,1600.5,1600.5,196.1109687,32.1403125,0.0002776121077919,9.592259093629e-06,9.592259093629e-06,-0.0002776121077919,196.1109687,32.1403125,195.56572475,32.56795928,196.61996585,32.59880344,196.65110907,31.71035025,195.6070752,31.67980507,2019-12-11 00:00:00+00,-1,27602099
7,0,1671,11,3,42,3,zi,1671120342,15,21.5233002,2018-02-24 10:22:40+00,2020-05-03 07:53:25.49+00,1600.5,1600.5,198.3377223,30.2726841,0.0002777511163614,3.848530519309e-06,3.848530519309e-06,-0.0002777511163614,198.3377223,30.2726841,197.8136966,30.70986749,198.84748963,30.72223829,198.85708981,29.83343263,197.83261318,29.82117333,2019-12-11 00:00:00+00,-1,379756335
8,0,1671,12,2,45,2,zr,1671120245,40,22.1945,2018-02-05 10:53:00+00,2019-05-15 06:13:27.221+00,1600.5,1600.5,196.1506252,31.0988405,0.0002776132943341,9.55785729374e-06,9.55785729374e-06,-0.0002776132943341,196.1506252,31.0988405,195.61161267,31.5265911,196.65392275,31.55731867,196.68479223,30.66886734,195.65217322,30.63842579,2019-05-08 00:00:00+00,-1,268930469
9,0,1671,16,2,61,1,zg,1671120161,16,21.7399998,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,196.0753762,33.0127857,0.0002776085097933,9.69582990319e-06,9.69582990319e-06,-0.0002776085097933,196.0753762,33.0127857,195.52452213,33.44022029,196.58923401,33.47140266,196.62090117,32.58295494,195.56684758,32.55208509,2019-12-11 00:00:00+00,-1,268930272
10,0,1671,16,1,60,3,zi,1671120360,7,21.0137997,2018-02-24 10:22:40+00,2018-02-25 12:03:50+00,1600.5,1600.5,197.1052427,33.031924,0.0002776872087089,7.092809496444e-06,7.092809496444e-06,-0.0002776872087089,197.1052427,33.031924,196.55908104,33.46366934,197.62433453,33.48648036,197.64606413,32.59782269,196.59149116,32.57524052,2019-12-11 00:00:00+00,-1,27601385
11,16,1671,11,2,41,1,zg,1671120141,16,21.8113003,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,198.3214815,31.1459516,0.0002777508449203,3.868070988744e-06,3.868070988744e-06,-0.0002777508449203,198.3214815,31.1459516,197.79257059,31.58306628,198.83593136,31.59550188,198.84552583,30.70669549,197.81189825,30.69437591,2019-12-11 00:00:00+00,-1,268930213
12,0,1671,11,2,41,2,zr,1671120241,40,22.2847004,2018-02-05 10:53:00+00,2019-05-15 06:13:27.221+00,1600.5,1600.5,198.3204284,31.1427987,0.0002777505416511,3.889786584847e-06,3.889786584847e-06,-0.0002777505416511,198.3204284,31.1427987,197.79149537,31.57987812,198.83481968,31.59238353,198.84449564,30.70357779,197.81090294,30.69118904,2019-05-08 00:00:00+00,-1,268930439
13,0,1671,15,3,58,3,zi,1671120358,15,21.3845997,2018-02-24 10:22:40+00,2021-02-27 08:48:14.854+00,1600.5,1600.5,198.308774,32.1809106,0.0002777392718798,4.625006245463e-06,4.625006245463e-06,-0.0002777392718798,198.308774,32.1809106,197.7724271,32.61674519,198.82763635,32.63161716,198.83999761,31.74283441,197.79503498,31.72810688,2020-12-09 00:00:00+00,-1,535098332
14,16,1671,12,4,47,1,zg,1671120147,16,21.8099003,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,197.1862844,30.261617,0.0002776907875568,6.951282843248e-06,6.951282843248e-06,-0.0002776907875568,197.1862844,30.261617,196.65668558,30.69371758,197.69013241,30.71606187,197.71123168,29.82740435,196.68708798,29.80526132,2019-12-11 00:00:00+00,-1,268930246
15,0,1671,12,3,46,3,zi,1671120346,7,21.2837009,2018-02-24 10:22:40+00,2018-02-25 12:03:50+00,1600.5,1600.5,196.1859891,30.2298142,0.0002776168141087,9.455070136386e-06,9.455070136386e-06,-0.0002776168141087,196.1859891,30.2298142,195.65206802,30.65777373,196.6848955,30.68816602,196.71527103,29.79970913,195.69172192,29.76959017,2019-12-11 00:00:00+00,-1,27601264
16,16,1671,5,2,17,1,zg,1671120117,16,21.7999992,2018-02-17 10:50:24+00,2019-06-09 04:00:38.422+00,1600.5,1600.5,202.6010742,29.2109076,0.0002776978263235,-6.664164042235e-06,-6.664164042235e-06,-0.0002776978263235,202.6010742,29.2109076,202.102034,29.66494256,203.12454441,29.64352522,203.09570274,28.75503752,202.08201561,28.77626995,2019-12-11 00:00:00+00,-1,268930182
